Protein.Group,Protein.Names,Genes,First.Protein.Description,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_1.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_2.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_3.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_4.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_5.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_6.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_7.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_8.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_9.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_10.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_11.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_12.raw
Q15370,ELOB_HUMAN,ELOB,Elongin-B,292980,385497,319235,342901,1280460,1174380,1348950,1043980,970208,1193500,1147350,1051660
Q15382,RHEB_HUMAN,RHEB,GTP-binding protein Rheb,,649249,,930503,3084630,2011910,3744980,2939890,2820930,2749910,2555670,2703190
Q15386,UBE3C_HUMAN,UBE3C,Ubiquitin-protein ligase E3C,961418,532459,400309,430116,10943400,8603920,7090840,4872420,5026630,4140900,4132000,4247280
Q15388,TOM20_HUMAN,TOMM20,Mitochondrial import receptor subunit TOM20 homolog,3363770,3270100,3054270,2660120,8508170,8196960,9585380,6654870,4747500,5741890,5334910,4723020
Q15390,MTFR1_HUMAN,MTFR1,Mitochondrial fission regulator 1,,,,,,,,,2097850,,,
Q15392,DHC24_HUMAN,DHCR24,Delta(24)-sterol reductase,1205220,1104520,1032590,869763,15585200,14980000,16702700,14400800,12100800,14905300,13544700,13460600
Q15393,SF3B3_HUMAN,SF3B3,Splicing factor 3B subunit 3,2676160,2673800,2667000,2535090,2466790,2440660,2615730,2658760,2762150,3027370,2732440,3133190
Q15417,CNN3_HUMAN,CNN3,Calponin-3,,,,,4443220,3460200,4352990,,4776960,5467630,4196300,4329990
Q15418,KS6A1_HUMAN,RPS6KA1,Ribosomal protein S6 kinase alpha-1,,389816,361467,287163,,455337,581845,,,410350,332434,
Q15427,SF3B4_HUMAN,SF3B4,Splicing factor 3B subunit 4,490437,406329,349806,466029,373265,278763,450026,286540,393477,445568,290556,423086
Q15428,SF3A2_HUMAN,SF3A2,Splicing factor 3A subunit 2,261371,227150,287855,216954,446361,140545,159118,358077,619508,614466,648214,351245
Q15436,SC23A_HUMAN,SEC23A,Protein transport protein Sec23A,1048630,991325,730035,928678,1088930,1197120,1178670,1060350,966869,875243,930384,957583
Q15437,SC23B_HUMAN,SEC23B,Protein transport protein Sec23B,3789720,3548670,3399780,3190250,3772590,3282300,3813490,3292090,3641450,4045450,3385440,3123030
Q15459,SF3A1_HUMAN,SF3A1,Splicing factor 3A subunit 1,2385660,2190840,2114430,3216140,1289510,1946410,2002480,1929860,1672790,1829840,1686160,1188250
Q15464,SHB_HUMAN,SHB,SH2 domain-containing adapter protein B,196605,177290,,166179,384152,327036,392894,317647,575937,581109,511066,477201
Q15477,SKI2_HUMAN,SKIC2,Superkiller complex protein 2,1408370,1098580,1053320,1067360,2748760,2892140,3208790,2510840,1884280,1607060,1850240,1799430
Q15517,CDSN_HUMAN,CDSN,Corneodesmosin,243261,,,177565,941759,451326,369748,165173,,,,
Q15526,SURF1_HUMAN,SURF1,Surfeit locus protein 1,,,,,1472610,1953510,1398170,1830030,890226,917867,1018950,1280680
Q15555,MARE2_HUMAN,MAPRE2,Microtubule-associated protein RP/EB family member 2,,,,,13268300,,9779640,,,,7495930,
Q15629,TRAM1_HUMAN,TRAM1,Translocating chain-associated membrane protein 1,1611040,1363250,1128330,1067430,6158750,5854800,4484670,4738960,4168240,3546140,4082440,3940540
Q15631,TSN_HUMAN,TSN,Translin,,,,,,,,,286040,257991,,
Q15637,SF01_HUMAN,SF1,Splicing factor 1,898482,657735,603133,501744,660906,639813,746141,654009,755584,725742,706251,617879
Q15645,PCH2_HUMAN,TRIP13,Pachytene checkpoint protein 2 homolog,1000800,1063890,1306870,1772500,7920900,8106980,9902900,7761770,4853280,6527740,7260950,5357070
Q15648,MED1_HUMAN,MED1,Mediator of RNA polymerase II transcription subunit 1,100644,291225,177625,193265,390984,275116,390656,375268,181434,114793,182124,148590
Q15654,TRIP6_HUMAN,TRIP6,Thyroid receptor-interacting protein 6,,149422,,,583494,528516,436047,406622,617987,337497,433560,473098
Q15678,PTN14_HUMAN,PTPN14,Tyrosine-protein phosphatase non-receptor type 14,539351,523663,473574,344785,1741100,1917630,2336750,2004400,1708360,1754050,1416660,1458190
Q15717,ELAV1_HUMAN,ELAVL1,ELAV-like protein 1,258988,548774,248746,318080,374067,350394,433819,302172,419767,460315,465303,417975
Q15738,NSDHL_HUMAN,NSDHL,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",,,,,2574470,2590180,2583270,1945980,1455650,1628590,1688290,1442850
Q15746,MYLK_HUMAN,MYLK,"Myosin light chain kinase, smooth muscle",189688,54108.2,,,248658,923278,,713826,,,325835,234867
Q15750,TAB1_HUMAN,TAB1,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,,,,,177714,168633,207654,,,,,191478
Q15751,HERC1_HUMAN,HERC1,Probable E3 ubiquitin-protein ligase HERC1,280078,172348,176175,198351,449208,399179,369207,249519,286138,325999,275374,284005
Q15758,AAAT_HUMAN,SLC1A5,Neutral amino acid transporter B(0),438044,547712,554661,,9133910,8646880,10281800,8071370,8703820,8622710,8519330,8136420
Q15773,MLF2_HUMAN,MLF2,Myeloid leukemia factor 2,,,,385715,2122750,2181940,2874830,2163670,2536470,2405940,2254590,2903130
Q15800,MSMO1_HUMAN,MSMO1,Methylsterol monooxygenase 1,,,,,,,,,73616.3,96122.5,100573,72882.8
Q15842,KCNJ8_HUMAN,KCNJ8,ATP-sensitive inward rectifier potassium channel 8,,,,,,,,,322954,218312,281816,324976
Q15904,VAS1_HUMAN,ATP6AP1,V-type proton ATPase subunit S1,,,,,1546230,1572770,1532590,1419320,14127100,13082100,12814200,13113100
Q15907,RB11B_HUMAN,RAB11B,Ras-related protein Rab-11B,2446960,2200000,1875490,2002840,2630230,2445240,2772730,2146570,2433640,2609790,2174840,2313150
Q16342,PDCD2_HUMAN,PDCD2,Programmed cell death protein 2,,90584.4,,168778,691012,738820,762739,657761,890548,827248,920463,836016
Q16352,AINX_HUMAN,INA,Alpha-internexin,21490700,10192900,11747600,8853260,737189,573945,3870060,435137,,,,150622
Q16363,LAMA4_HUMAN,LAMA4,Laminin subunit alpha-4,,,,,33191.8,34277,49121.6,46716.6,83324.4,50641.2,45622.7,100658
Q16394,EXT1_HUMAN,EXT1,Exostosin-1,,,,,3638540,2811640,3339340,2243150,3783440,4450840,4001300,3674880
Q16401,PSMD5_HUMAN,PSMD5,26S proteasome non-ATPase regulatory subunit 5,,840777,,,1426370,,3526080,,849303,3009240,1260140,
Q16512,PKN1_HUMAN,PKN1,Serine/threonine-protein kinase N1,,,,,,,,32440.9,,23041.3,32696.6,
Q16513,PKN2_HUMAN,PKN2,Serine/threonine-protein kinase N2,,59328,,,191468,218762,171063,158799,144016,118386,135842,100898
Q16527,CSRP2_HUMAN,CSRP2,Cysteine and glycine-rich protein 2,3994180,3132890,2258830,2877600,3567410,2874340,4637320,3764910,4179870,4396420,4952040,5482040
Q16531,DDB1_HUMAN,DDB1,DNA damage-binding protein 1,638573,1050080,1082790,810321,5158260,5501990,6010680,4997470,4391420,4463530,4542260,5020970
Q16539,MK14_HUMAN,MAPK14,Mitogen-activated protein kinase 14,20496.3,,27993.2,,52441.9,,33867.9,70204.5,,,24703.1,
Q16540,RM23_HUMAN,MRPL23,Large ribosomal subunit protein uL23m,,,,,508914,417016,543074,374082,,,,194940
Q16549,PCSK7_HUMAN,PCSK7,Proprotein convertase subtilisin/kexin type 7,,,,,,,,,627819,587238,709233,459603
Q16555,DPYL2_HUMAN,DPYSL2,Dihydropyrimidinase-related protein 2,482339,841282,744601,677282,916962,798432,855810,826404,748023,972699,832997,697162
Q16563,SYPL1_HUMAN,SYPL1,Synaptophysin-like protein 1,,,,,781660,731072,730104,575516,626552,853739,915635,803912
Q16576,RBBP7_HUMAN,RBBP7,Histone-binding protein RBBP7,2961800,3406150,3067510,3199340,5763480,5193110,6439340,5631740,5203050,5681510,5379460,5083840
Q16585,SGCB_HUMAN,SGCB,Beta-sarcoglycan,,,,,672059,,,,2686900,2796910,1994500,2575340
Q16600,ZN239_HUMAN,ZNF239,Zinc finger protein 239,,,,,473981,422169,429265,379997,414759,398330,406703,482740
Q16629,SRSF7_HUMAN,SRSF7,Serine/arginine-rich splicing factor 7,4595450,4490170,4203990,4596480,3623670,3823360,4291090,4345970,4156860,3691920,3793840,4065800
Q16630,CPSF6_HUMAN,CPSF6,Cleavage and polyadenylation specificity factor subunit 6,6532530,5820230,4760020,5542770,5268700,4706980,6412100,5567960,5393730,6571400,5243990,5870740
Q16635,TAZ_HUMAN,TAFAZZIN,Tafazzin,,,,,1443800,1528210,1334500,1101740,2519700,2685990,2129500,2686060
Q16698,DECR_HUMAN,DECR1,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial",,,,,306192,323353,388226,274197,126640,,164792,210277
Q16706,MA2A1_HUMAN,MAN2A1,Alpha-mannosidase 2,,,,,2588690,1906190,2501330,2206120,4780930,4856750,4746770,5147550
Q16718,NDUA5_HUMAN,NDUFA5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,444416,,531163,543585,12924000,13403500,15185100,12581700,5128690,4386530,4080240,4081900
Q16739,CEGT_HUMAN,UGCG,Ceramide glucosyltransferase,,,,,390942,199564,246464,,,,,
Q16787,LAMA3_HUMAN,LAMA3,Laminin subunit alpha-3,,,,,232103,241301,205393,175810,487710,526107,446567,401466
Q16795,NDUA9_HUMAN,NDUFA9,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",,110788,288917,23239.4,4232530,4821850,4344540,4537750,3165450,3177380,3387100,3309760
Q16822,PCKGM_HUMAN,PCK2,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",,,,,987200,1132460,1382310,1139930,969423,875500,960408,954045
Q16832,DDR2_HUMAN,DDR2,Discoidin domain-containing receptor 2,,,,,,,,297337,1613620,1507030,1299940,1594790
Q16836,HCDH_HUMAN,HADH,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",,,,,194574,129758,188829,124259,139471,148607,143975,124293
Q16850,CP51A_HUMAN,CYP51A1,Lanosterol 14-alpha demethylase,,,,,574111,587522,779205,700830,1072080,976022,898602,863085
Q16880,CGT_HUMAN,UGT8,2-hydroxyacylsphingosine 1-beta-galactosyltransferase,,,,,1972330,2125960,1947360,1879510,4518450,4438290,3956590,4062230
Q16891,MIC60_HUMAN,IMMT,MICOS complex subunit MIC60,35640600,45429300,31521300,44752000,98195300,106618000,126823000,115715000,61424700,72167700,67063600,62744200
Q1AE95;Q8IXX5,T183A_HUMAN;T183B_HUMAN,TMEM183A;TMEM183BP,Putative transmembrane protein 183BP,,,137230,,354677,407819,334676,366392,132538,220397,185755,158757
Q1KMD3,HNRL2_HUMAN,HNRNPUL2,Heterogeneous nuclear ribonucleoprotein U-like protein 2,200371,184960,159222,163319,184673,142768,208545,209157,140236,194324,171924,194627
Q24JP5,T132A_HUMAN,TMEM132A,Transmembrane protein 132A,,,,,246258,235290,289354,209567,410410,479527,357226,380936
Q27J81,INF2_HUMAN,INF2,Inverted formin-2,,,,,213269,244292,268289,246404,,368912,324056,220539
Q29983,MICA_HUMAN,MICA,MHC class I polypeptide-related sequence A,,,,,,,,,352298,399238,337649,375262
Q29RF7,PDS5A_HUMAN,PDS5A,Sister chromatid cohesion protein PDS5 homolog A,138226,68169.1,114096,130631,496155,620879,562924,577123,731464,793170,852568,926702
Q2M1P5,KIF7_HUMAN,KIF7,Kinesin-like protein KIF7,,,,,,,2404130,1609220,,,,2399810
Q2MV58,TECT1_HUMAN,TCTN1,Tectonic-1,,,,,,,,,20952.9,31946.3,,87113.5
Q2NKX8,ERC6L_HUMAN,ERCC6L,DNA excision repair protein ERCC-6-like,409610,165774,163426,133576,304188,286386,307922,301197,314248,331418,271242,264149
Q2NL82,TSR1_HUMAN,TSR1,Pre-rRNA-processing protein TSR1 homolog,934266,1021040,561317,782420,1024670,824046,1094510,836341,879759,932931,911956,830108
Q2PZI1,D19L1_HUMAN,DPY19L1,Protein C-mannosyl-transferase DPY19L1,,,,,,818198,981121,,3177840,3898970,3631510,3452530
Q2T9J0,TYSD1_HUMAN,TYSND1,Peroxisomal leader peptide-processing protease,,,,,,39673.1,,,,34591.3,29823.5,
Q2TAA5,ALG11_HUMAN,ALG11,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase",,,,,173534,208732,198961,204184,412419,556668,387648,510373
Q2TAL8,QRIC1_HUMAN,QRICH1,Transcriptional regulator QRICH1,,387099,,,788672,637370,763967,512117,611682,528563,621911,672407
Q2TAY7,SMU1_HUMAN,SMU1,WD40 repeat-containing protein SMU1,286872,,,,139949,203542,,130798,,,172500,154649
Q2TBE0,C19L2_HUMAN,CWF19L2,CWF19-like protein 2,1650250,1656580,1843750,1466950,2943930,1710850,2861670,2047790,1970410,2137990,2149940,2021320
Q2VPB7,AP5B1_HUMAN,AP5B1,AP-5 complex subunit beta-1,,,,,344310,254437,302245,161282,166240,132855,,212673
Q32NB8,PGPS1_HUMAN,PGS1,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial",,,,,340575,256902,226471,214869,247955,254393,231516,283920
Q32P28,P3H1_HUMAN,P3H1,Prolyl 3-hydroxylase 1,,,,,674562,905356,698068,865809,4011180,4493400,4185720,4507780
Q3KQU3,MA7D1_HUMAN,MAP7D1,MAP7 domain-containing protein 1,,,,,591538,570381,393409,633546,267362,308240,,
Q3KQZ1,S2535_HUMAN,SLC25A35,Solute carrier family 25 member 35,,,,,668084,579178,447897,402506,,263884,,305807
Q3KR37,ASTRB_HUMAN,GRAMD1B,Protein Aster-B,,,,,,,,70974.9,506866,433021,472061,443227
Q3L8U1;Q9P2D1,CHD7_HUMAN;CHD9_HUMAN,CHD7;CHD9,Chromodomain-helicase-DNA-binding protein 9,,,,,,,50337.4,,,,229488,
Q3MHD2,LSM12_HUMAN,LSM12,Protein LSM12,191267,,,,463912,504142,473592,339002,249468,327228,304143,244513
Q3MIP1,IPIL2_HUMAN,ITPRIPL2,"Inositol 1,4,5-trisphosphate receptor-interacting protein-like 2",,,,,336881,354977,321041,329487,449206,448211,406146,429118
Q3SXM5,HSDL1_HUMAN,HSDL1,Inactive hydroxysteroid dehydrogenase-like protein 1,,131880,,148015,1992170,1708560,2340160,1895750,1126670,1175420,1071840,1038770
Q3SXY8,AR13B_HUMAN,ARL13B,ADP-ribosylation factor-like protein 13B,,,,,739654,829202,773964,604850,300018,,,381970
Q3SY69,AL1L2_HUMAN,ALDH1L2,Mitochondrial 10-formyltetrahydrofolate dehydrogenase,68238.6,325503,,,4665930,2486110,3514580,2680170,2522010,1908790,2678960,1413220
Q3SY77,UD3A2_HUMAN,UGT3A2,UDP-glucuronosyltransferase 3A2,,,,,,,223767,,817243,827138,808957,694178
Q3ZCQ8,TIM50_HUMAN,TIMM50,Mitochondrial import inner membrane translocase subunit TIM50,1456720,1275580,2464830,904954,23646900,24350400,26401900,25078500,14320000,12883300,13426200,13062800
Q3ZCX4,ZN568_HUMAN,ZNF568,Zinc finger protein 568,,,,,159152,191907,220741,211341,,50351.2,,
Q495W5,FUT11_HUMAN,FUT11,"Alpha-(1,3)-fucosyltransferase 11",,,,,,,,,93973.5,132228,124321,138372
Q496Y0,LONF3_HUMAN,LONRF3,LON peptidase N-terminal domain and RING finger protein 3,,,,,170938,229189,196487,210192,645391,856171,705964,664275
Q4G0I0,UQCC4_HUMAN,UQCC4,Ubiquinol-cytochrome c reductase complex assembly factor 4,,,,,,1438850,1448760,1005070,,1750370,1539430,795851
Q4G0M1,ERFE_HUMAN,ERFE,Erythroferrone,,,,,440544,472431,405627,214624,670335,624306,550011,665998
Q4G0P3,HYDIN_HUMAN,HYDIN,Hydrocephalus-inducing protein homolog,1623050,1445450,1229530,1382300,1410240,1561560,1626200,1451960,1351670,1614470,1325850,1405360
Q4G0S4,C27C1_HUMAN,CYP27C1,Cytochrome P450 27C1,,,,,262575,258233,421525,,697331,706435,663657,666983
Q4G148,GXLT1_HUMAN,GXYLT1,Glucoside xylosyltransferase 1,,,,,2363760,2385800,3537330,2554320,5346310,3914190,3825490,6007960
Q4KWH8,PLCH1_HUMAN,PLCH1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1",,,,,,,,,45592.2,46124.3,52528.5,48171.6
Q4VCS5,AMOT_HUMAN,AMOT,Angiomotin,,286561,,149865,563335,435646,557540,392840,311777,390375,338166,321933
Q4ZIN3,MBRL_HUMAN,TMEM259,Membralin,,,,,,,,,1377510,1241020,1249520,1236550
Q504Q3,PAN2_HUMAN,PAN2,PAN2-PAN3 deadenylation complex catalytic subunit PAN2,,,,,,43625.4,24382.3,41500.1,53974.2,52091.4,,
Q53EU6,GPAT3_HUMAN,GPAT3,Glycerol-3-phosphate acyltransferase 3,,,,,1488990,826173,1162390,934878,445038,447715,376121,457737
Q53EZ4,CEP55_HUMAN,CEP55,Centrosomal protein of 55 kDa,,,,,242936,224045,259250,197850,181703,184157,169229,103617
Q53FT3,HIKES_HUMAN,HIKESHI,Protein Hikeshi,,163724,,,512502,313195,411888,270485,,299736,253433,221671
Q53FV1;Q8N138;Q9P0S3,ORML1_HUMAN;ORML2_HUMAN;ORML3_HUMAN,ORMDL1;ORMDL2;ORMDL3,ORM1-like protein 2,,373675,,,938184,665254,737217,547293,769140,732287,660701,385162
Q53GQ0,DHB12_HUMAN,HSD17B12,Very-long-chain 3-oxoacyl-CoA reductase,2681540,2380070,3027040,2704180,46714500,44608200,43135700,47751900,24931400,22140000,25884500,21619400
Q53GT1,KLH22_HUMAN,KLHL22,Kelch-like protein 22,,,,,,,,,5117130,5175900,4460740,4778670
Q53H12,AGK_HUMAN,AGK,"Acylglycerol kinase, mitochondrial",4306780,4313530,4041120,3834740,23206100,23246200,25098300,21883600,19435900,19785800,19148600,20032600
Q53H96,P5CR3_HUMAN,PYCR3,Pyrroline-5-carboxylate reductase 3,,,,,1967400,1737970,1194640,853801,937833,,1614280,
Q53HC5,KLH26_HUMAN,KLHL26,Kelch-like protein 26,,,,,,,,,71895.5,,55922.4,41405.3
Q53R41,FAKD1_HUMAN,FASTKD1,"FAST kinase domain-containing protein 1, mitochondrial",,,,,947407,1114620,885775,918317,870758,926322,883831,1052180
Q53S58,TM177_HUMAN,TMEM177,Transmembrane protein 177,798301,698788,668418,667676,9934290,10330000,10169800,10147500,9246080,8972440,8578020,7328440
Q562R1,ACTBL_HUMAN,ACTBL2,Beta-actin-like protein 2,100111000,88092900,76934900,73527000,129808000,120812000,122358000,112631000,112789000,110487000,108770000,102049000
Q567U6,CCD93_HUMAN,CCDC93,Coiled-coil domain-containing protein 93,60091.2,,87319.2,,55796.4,43713.5,83209.5,83652.4,98518.9,84529.5,,
Q567V2,M17L2_HUMAN,MPV17L2,Mpv17-like protein 2,,,,,233491,198415,351810,204054,363458,248663,306295,366648
Q58A45,PAN3_HUMAN,PAN3,PAN2-PAN3 deadenylation complex subunit PAN3,,335655,227584,173570,557570,569426,484185,460666,307149,510993,397691,429391
Q58EX2,SDK2_HUMAN,SDK2,Protein sidekick-2,,,,,,,116844,,268051,274484,232236,244325
Q58EX7,PKHG4_HUMAN,PLEKHG4,Puratrophin-1,,,,,961750,864502,1021710,965664,604012,747941,693409,733871
Q58FF8,H90B2_HUMAN,HSP90AB2P,Putative heat shock protein HSP 90-beta 2,33328.8,49435.8,166886,,82258,44789.2,86665.4,89367,21901.4,58480,72303.8,24034.7
Q5BJD5,TM41B_HUMAN,TMEM41B,Transmembrane protein 41B,,,,,1076590,1011660,835255,793832,625551,612763,607768,648264
Q5BJH7,YIF1B_HUMAN,YIF1B,Protein YIF1B,,,,209620,4323980,4059180,3724750,3419030,9305660,9970470,9830750,9171000
Q5BKT4;Q5I7T1,AG10A_HUMAN;AG10B_HUMAN,ALG10;ALG10B,"Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase",,,,,4352660,4435050,4300500,4091950,15665800,16023700,15766500,16620500
Q5BKY9;Q8N9E0,F133A_HUMAN;F133B_HUMAN,FAM133A;FAM133B,Protein FAM133B,4641160,10112500,7265880,7918740,2351980,2937470,7723690,2261800,6650220,8215510,6940720,7902100
Q5BLP8,NICOL_HUMAN,NICOL1,NELL2-interacting cell ontogeny regulator 1,,,,,,,,,3805510,4942910,3807460,2254350
Q5C9Z4,NOM1_HUMAN,NOM1,Nucleolar MIF4G domain-containing protein 1,,,,90445.1,759213,741959,872036,751422,647084,673875,659228,486224
Q5D862,FILA2_HUMAN,FLG2,Filaggrin-2,6300680,4117640,5917300,4919420,10231000,5827930,6791010,3216470,3558230,6385870,5652490,4589890
Q5GLZ8,HERC4_HUMAN,HERC4,Probable E3 ubiquitin-protein ligase HERC4,,,,,119081,112723,137906,73220,68825,,116330,
Q5H8A4,PIGG_HUMAN,PIGG,GPI ethanolamine phosphate transferase 2,,,,,890240,968480,1045190,977654,6029750,5549770,5445370,5561690
Q5H9E4,S2553_HUMAN,SLC25A53,Solute carrier family 25 member 53,,,,,,50142.5,,,,,,
Q5H9R7,PP6R3_HUMAN,PPP6R3,Serine/threonine-protein phosphatase 6 regulatory subunit 3,629072,548110,458384,561330,1838590,2052240,2540540,2010500,1267280,1276720,1371360,1369750
Q5HYI7,MTX3_HUMAN,MTX3,Metaxin-3,,586166,426481,637953,1371580,1379200,1420080,1475870,865306,785897,705891,817408
Q5HYI8,RABL3_HUMAN,RABL3,Rab-like protein 3,268716,158410,,,4377340,3329360,4383920,1694790,6867240,5806600,3701740,7744930
Q5HYJ3,FA76B_HUMAN,FAM76B,Protein FAM76B,675716,348364,319161,273560,689539,623282,518824,502964,485582,597115,567336,643179
Q5HYK3,COQ5_HUMAN,COQ5,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",,,162037,,1648370,1798400,1695120,1581680,916464,1024550,1209750,1254870
Q5JPH6,SYEM_HUMAN,EARS2,"Nondiscriminating glutamyl-tRNA synthetase EARS2, mitochondrial",940653,854681,798722,716704,9399250,10558600,11111200,10084300,6675760,7257260,7033430,7688680
Q5JPI3,CC038_HUMAN,C3orf38,Uncharacterized protein C3orf38,,439049,,,3350470,3796530,9942320,3240150,2400840,1612340,2218400,
Q5JRA6,TGO1_HUMAN,MIA3,Transport and Golgi organization protein 1 homolog,,,,,,,,,3152500,2787400,2874120,2682520
Q5JSL3,DOC11_HUMAN,DOCK11,Dedicator of cytokinesis protein 11,756850,965991,757567,760469,2130860,1622530,1530620,1487140,803964,584800,564551,1270900
Q5JTH9,RRP12_HUMAN,RRP12,RRP12-like protein,1039390,1285540,1008970,1288160,2583820,2317530,2280500,2091890,2248700,1878310,2219660,2127470
Q5JTV8,TOIP1_HUMAN,TOR1AIP1,Torsin-1A-interacting protein 1,,,,,1533260,1497430,1468290,1340190,3709370,3581340,3435560,3487950
Q5JTW2,CEP78_HUMAN,CEP78,Centrosomal protein of 78 kDa,,,,,194773,323794,265097,228530,223519,193510,166593,
Q5JTZ9,SYAM_HUMAN,AARS2,"Alanine--tRNA ligase, mitochondrial",85915.2,,,83034.6,537610,479482,601874,505887,454656,597186,379565,330417
Q5JU69,TOR2A_HUMAN,TOR2A,Torsin-2A,,,,,,,,83397.1,366283,386047,396060,300429
Q5JVF3,PCID2_HUMAN,PCID2,PCI domain-containing protein 2,138634,141264,227835,156189,312108,400214,358092,388907,294219,208246,229132,213541
Q5K4L6,S27A3_HUMAN,SLC27A3,Long-chain fatty acid transport protein 3,,,,,186017,197579,232754,190044,145012,73562.8,134547,127583
Q5KU26,COL12_HUMAN,COLEC12,Collectin-12,,,,,,,,,625306,701881,619252,675983
Q5MIZ7,P4R3B_HUMAN,PPP4R3B,Serine/threonine-protein phosphatase 4 regulatory subunit 3B,67173.1,,15889.1,,78674.9,,230212,,29979.5,,,140115
Q5NDL2,EOGT_HUMAN,EOGT,EGF domain-specific O-linked N-acetylglucosamine transferase,,,,,,,,,241430,96708,250980,
Q5R3I4,TTC38_HUMAN,TTC38,Tetratricopeptide repeat protein 38,30020.5,54278,55627.1,55987.8,199130,198478,237102,194711,178302,168169,139717,202088
Q5RKV6,EXOS6_HUMAN,EXOSC6,Exosome complex component MTR3,,,,14101.2,29588.1,,27106.4,27252.7,31827,,28070.3,31507.2
Q5SGD2,PPM1L_HUMAN,PPM1L,Protein phosphatase 1L,,,,,107510,357461,60370.2,107486,990770,641602,1425650,1127920
Q5SNT2,TM201_HUMAN,TMEM201,Transmembrane protein 201,,,,,2460950,2258560,2372290,2116500,2039720,2517930,2088840,2323600
Q5SQN1,SNP47_HUMAN,SNAP47,Synaptosomal-associated protein 47,476882,,140388,306685,2049970,1676340,2431230,1738930,1614380,1336100,2099290,1859640
Q5SR56,MF14B_HUMAN,MFSD14B,Hippocampus abundant transcript-like protein 1,,,,,,,,,719248,831051,,
Q5SRE5,NU188_HUMAN,NUP188,Nucleoporin NUP188,313864,306311,324548,270275,3190810,2883240,2828320,2413680,1641350,1546610,1436430,1087840
Q5SRI9,MANEA_HUMAN,MANEA,"Glycoprotein endo-alpha-1,2-mannosidase",,,,,1432990,1465180,1370080,1473430,8040470,9027940,9155680,8968470
Q5ST30,SYVM_HUMAN,VARS2,"Valine--tRNA ligase, mitochondrial",,,,,218077,202016,193638,182363,,,,
Q5SVS4,KMCP1_HUMAN,SLC25A30,Kidney mitochondrial carrier protein 1,,,,,1070750,977445,1110360,934560,354527,356414,197270,
Q5SVZ6,ZMYM1_HUMAN,ZMYM1,Zinc finger MYM-type protein 1,,,,,135051,159567,214045,172664,151576,116782,104324,214668
Q5SW79,CE170_HUMAN,CEP170,Centrosomal protein of 170 kDa,,,,208267,1566580,1253330,1511690,1409320,1051560,1060320,951755,749310
Q5SWA1,PR15B_HUMAN,PPP1R15B,Protein phosphatase 1 regulatory subunit 15B,,,,,170055,227642,219171,103011,,,103865,95720.1
Q5SWX8,ODR4_HUMAN,ODR4,Protein odr-4 homolog,,,,,,,,1107840,,,,
Q5SY16,NOL9_HUMAN,NOL9,Polynucleotide 5'-hydroxyl-kinase NOL9,,,,,331676,,,380054,,,,
Q5T0W9,FA83B_HUMAN,FAM83B,Protein FAM83B,,,,,891927,805579,791362,1546950,597785,675321,594385,636804
Q5T160,SYRM_HUMAN,RARS2,"Probable arginine--tRNA ligase, mitochondrial",1082770,738717,778592,722638,7090820,6979180,6400900,6317950,6555950,6191000,6433940,6135650
